isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
LU0280435461,Pictet-Clean Energy Transition R EUR,ALL_CONFLICTS,25,EQUITY,THEMATIC_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU0340559557,Pictet-Timber P EUR,ALL_CONFLICTS,25,EQUITY,US_EQUITY,US,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Recursos Naturales,100.0,0.0,0.0,0.0
LU1244893696,Edmond de Rothschild Fund - Big Data A-EUR accumulating,ALL_CONFLICTS,25,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1244895394,Edmond de Rothschild Fund - Big Data R EUR,ALL_CONFLICTS,25,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1373035234,BlackRock Strategic Funds - BSF Systematic Style Factor Fund E2 EUR Hedged,ALL_CONFLICTS,25,ALTERNATIVE,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
LU1529955046,Eurizon Fund - Bond Aggregate RMB Class R EUR Acc,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,HIGH_QUALITY,LONG,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,Otros,QQQ,0.0,100.0,0.0,0.0
LU1931535931,Allianz Pet and Animal Wellbeing AT EUR,ALL_CONFLICTS,25,EQUITY,US_EQUITY,US,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Otros,100.0,0.0,0.0,0.0
LU2145461757,Robeco Smart Energy D-EUR Capitalisation,ALL_CONFLICTS,25,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Alternativos,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU2145463373,Robeco Smart Energy M2-EUR Capitalisation,ALL_CONFLICTS,25,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU2146190835,Robeco Sustainable Water D-EUR Capitalisation,ALL_CONFLICTS,25,EQUITY,THEMATIC_EQUITY,US,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Otros,Sector Equity Water,100.0,0.0,0.0,0.0
DE0008490962,DWS Deutschland LC,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Alemania Cap. Grande,100.0,0.0,0.0,0.0
ES0112602000,Azvalor Managers FI,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
ES0137381036,Gesconsult Renta Variable Iberia A FI,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
ES0138911039,Gesconsult Renta Variable Eurozona FI,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Grande,100.0,0.0,0.0,0.0
ES0140643034,GVC Gaesco Europa FI,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
ES0141113037,GVC Gaesco Japón A FI,ALL_CONFLICTS,20,EQUITY,JAPAN_EQUITY,JAPAN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Japón Cap. Grande,100.0,0.0,0.0,0.0
ES0141991002,Gestión Talento FI,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
ES0155142005,Intermoney Variable Euro A FI,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Mediana,100.0,0.0,0.0,0.0
ES0159201013,Magallanes Iberian Equity M FI,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
ES0159259011,Magallanes European Equity M FI,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
ES0162332037,Merchfondo FI,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
ES0162368007,Metavalor Internacional I FI,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
ES0167238023,Estela Global Equities R FI,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
ES0170865002,SIH Healthcare A FI,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Morningstar Global Healthcare,100.0,0.0,0.0,0.0
ES0175316019,Dunas Valor Flexible R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0175414012,Dunas Valor Equilibrado R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0175437005,Dunas Valor Prudente R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0182769002,Valentum E FI,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Pequeña,100.0,0.0,0.0,0.0
FR0000174310,Lazard Small Caps Euro SRI I,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Pequeña,100.0,0.0,0.0,0.0
FR0000989899,Oddo BHF Avenir CR-EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Francia Cap. Peq/Mediana,100.0,0.0,0.0,0.0
FR0010288308,Groupama Avenir Euro NC,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Eurozone Mid-Cap Equity,100.0,0.0,0.0,0.0
FR0010321810,Echiquier Agenor SRI Mid Cap Europe A,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Europe Mid-Cap Equity,100.0,0.0,0.0,0.0
FR0010547869,Sextant PME A,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Pequeña,100.0,0.0,0.0,0.0
FR001400NTN5,Lazard High Yield 2029 EC EUR,ALL_CONFLICTS,20,FIXED_INCOME,HIGH_YIELD_BOND,EUROZONE,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_DURATION,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
IE0003867441,BNY Mellon Small Cap Euroland Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Eurozone Mid-Cap Equity,100.0,0.0,0.0,0.0
IE0031069499,AXA IM Equity Trust - AXA IM All Country Asia Pacific Ex-Japan Small Cap Equity QI,ALL_CONFLICTS,20,EQUITY,GLOBAL_SMALL_CAP_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (ex-Japón),100.0,0.0,0.0,0.0
IE0034277479,AXA IM Equity Trust - AXA IM All Country Asia Pacific Ex-Japan Small Cap Equity QI,ALL_CONFLICTS,20,EQUITY,GLOBAL_SMALL_CAP_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (ex-Japón),100.0,0.0,0.0,0.0
IE00B11XYW43,PIMCO GIS Emerging Markets Bond Fund E Class EUR (Hedged) Accumulation,ALL_CONFLICTS,20,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
IE00B11YFH93,BNY Mellon Emerging Markets Debt Local Currency Fund EUR A Acc,ALL_CONFLICTS,20,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT,RF,RF Global Emergente - Moneda Local,0.0,100.0,0.0,0.0
IE00B23S7K36,BNY Mellon Brazil Equity Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Brasil,100.0,0.0,0.0,0.0
IE00B28YJQ65,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund Inc (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00B3NLSS43,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund R Inc (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00B3VXGD32,Polar Capital Funds PLC - Biotechnology Fund R Inc (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Biotecnología,100.0,0.0,0.0,0.0
IE00B52VLZ70,Polar Capital Funds PLC - Polar Capital Global Insurance Fund R Acc (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
IE00B87MS887,Liontrust GF Special Situations Fund A1 Acc EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV RU Cap. Mediana,100.0,0.0,0.0,0.0
IE00B88WFS66,Federated Hermes Asia ex-Japan Equity Fund Class R EUR Accumulating,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
IE00BDH6RQ67,UTI India Dynamic Equity EURO Retail,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Morningstar India Target Market Exposure NR USD,100.0,0.0,0.0,0.0
IE00BKSBDB61,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities R Acc (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00BLP5S460,JupiterMerian Global Equity Absolute Return Fund L (EUR) Hedged Acc,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Market Neutral - Equity,0.0,0.0,0.0,0.0
IE00BM95B621,Polar Capital Funds PLC - Polar Capital Global Technology Fund R Acc,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
IE00BYR8H148,Jupiter Merian World Equity Fund L EUR Acc,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
IE00BZ4D7648,Polar Capital Funds PLC - Polar Capital Global Technology Fund R EUR Hedged Accumulation,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Otros,100.0,0.0,0.0,0.0
LU0011889846,Janus Henderson Horizon Euroland Fund A2 EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Grande,100.0,0.0,0.0,0.0
LU0028119013,Invesco Funds - Invesco Pan European Small Cap Equity Fund A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Pequeña,100.0,0.0,0.0,0.0
LU0049842692,UBS (Lux) Equity Fund - Mid Caps Europe (EUR) P-acc,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,Europe Mid-Cap Equity,100.0,0.0,0.0,0.0
LU0073229253,Morgan Stanley Investment Funds - Asia Equity Fund A,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0084617165,Robeco Asia-Pacific Equities D €,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (incl. Japón),100.0,0.0,0.0,0.0
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,ALL_CONFLICTS,20,FIXED_INCOME,HIGH_YIELD_BOND,EUROZONE,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_DURATION,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0114722738,Fidelity Funds - Global Financial Services Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
LU0114723033,Fidelity Funds - Global Industrials Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Materiales Insustriales,100.0,0.0,0.0,0.0
LU0115139569,Invesco Funds - Invesco Global Consumer Trends Fund E Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Consumo,100.0,0.0,0.0,0.0
LU0115143082,Invesco Funds - Invesco Asia Opportunities Equity Fund E Accumulation EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0115765678,Fidelity Funds - Iberia Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
LU0115773425,Fidelity Funds - Global Technology Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU0117843481,JPMorgan Funds - Taiwan Fund A (dist) - USD,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Taiwán Cap. Grande,100.0,0.0,0.0,0.0
LU0117843721,JPMorgan Funds - Taiwan Fund D (acc) - USD,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Taiwán Cap. Grande,100.0,0.0,0.0,0.0
LU0117858166,JPMorgan Funds - Euroland Equity Fund D (acc) - EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Grande,100.0,0.0,0.0,0.0
LU0117859560,JPMorgan Funds - Europe Small Cap Fund D (acc) - EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Pequeña,100.0,0.0,0.0,0.0
LU0117884675,JPMorgan Funds - Europe Dynamic Technologies Fund D (acc) - EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU0171275786,BlackRock Global Funds - Emerging Markets Fund A2 (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0171289902,BlackRock Global Funds - Sustainable Energy Fund A2 (EUR),ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU0171290074,BlackRock Global Funds - Sustainable Energy Fund E2 (EUR),ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU0171304552,BlackRock Global Funds - World Energy Fund E2 (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía,100.0,0.0,0.0,0.0
LU0171304719,BlackRock Global Funds - World Financials Fund A2 (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
LU0171305443,BlackRock Global Funds - World Financials Fund E2 (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
LU0171307068,BlackRock Global Funds - World Healthscience Fund A2 (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU0171309270,BlackRock Global Funds - World Healthscience Fund E2 (EUR),ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU0173782102,Nordea 1 - Asia ex Japan Equity Fund BP EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0181496216,Schroder International Selection Fund Emerging Asia A1 Accumulation USD,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
