isin,name,asset_type,asset_subtype,risk_bucket,confidence,has_cv2,has_pev2,has_asset_mix,has_eco_expo,has_ms,has_derived,mix_scale,eco_scale,mix_equity,mix_bond,mix_cash,mix_other,mix_sum,eco_equity,eco_bond,eco_cash,eco_other,eco_sum,retrocession,issue_count,top_severity
FR0011261197,R-co Valor F EUR,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.7189,0.0273,0.2505,0.0033,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
FR0011288513,Sycomore Sélection Crédit R,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0001,0.9731,0.0221,0.0047,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
FR0011365212,Amundi Ultra Short Term Bond Responsible E C,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
FR0011387299,Allianz Euro Oblig Court Terme ISR RC,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
FR0013201001,EdR SICAV - Euro Sustainable Credit R EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.968753,0,0.031247,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
FR0013219243,EdR SICAV - Equity Euro Solve A EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
FR0013231453,Ostrum Credit Ultra Short Plus I-C EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
FR0013346079,Groupama Ultra Short Term NC,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0.08,0,OK
FR0013460920,EdR SICAV - Short Duration Credit A EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9571,0.0318,0.0111,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
FR0013460961,EdR SICAV - Short Duration Credit B EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9796,0.0093,0.0111,1.0000,0,100,0,0,100.0000,0.01,1,BLOCKER
FR0014008W22,EdR SICAV - Millesima World 2028 A EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9784,0.0203,0.0013,1.0000,0,100,0,0,100.0000,0.65,1,BLOCKER
FR001400JGB5,EdR SICAV Millesima Select 2028 A Eur,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9856,0.0111,0.0033,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
FR001400NTN5,Lazard High Yield 2029 EC EUR,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9995,0.0005,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
FR0050000860,Amundi Ultra Short Term Bond Responsible P C,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE0003867441,BNY Mellon Small Cap Euroland Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9853,0,0.0147,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE0004766675,Comgest Growth Europe EUR Acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9744,0,0.0158,0.0097,0.9999,100,0,0,0,100.0000,0.5,1,BLOCKER
IE000MI53C66,Man Funds plc - Man Global Investment Grade Opportunities D ,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.958589,0,0.041411,1.0000,0,100,0,0,100.0000,0.75,1,BLOCKER
IE0031069499,AXA IM Equity Trust - AXA IM All Country Asia Pacific Ex-Jap,EQUITY,GLOBAL_SMALL_CAP_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
IE0031333341,Jupiter Asia Pacific Income Fund C USD Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,2.08,2,BLOCKER
IE0031573904,Brandes Global Value Fund A Euro Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9865,0,0.0135,0,1.0000,100,0,0,0,100.0000,0.9,1,BLOCKER
IE0031574647,Brandes European Value Fund A Euro Acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9764,0,0.0236,0,1.0000,100,0,0,0,100.0000,0.92,1,BLOCKER
IE0031575271,Brandes US Value Fund A Euro Acc,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9756,0,0.0244,0,1.0000,100,0,0,0,100.0000,0.9,1,BLOCKER
IE0032722484,BNY Mellon Euroland Bond Fund EUR C Acc,fixed_income,CORPORATE_BOND,LOW,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0981,0.8418,0.0517,0.0083,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
IE0034277479,AXA IM Equity Trust - AXA IM All Country Asia Pacific Ex-Jap,EQUITY,GLOBAL_SMALL_CAP_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
IE00B03HCZ61,Vanguard Global Stock Index Fund Investor EUR Accumulation,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9995,0,0,0.0005,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B03HD191,Vanguard Global Stock Index Fund EUR Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9993,0,0,0.0007,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B11XYW43,PIMCO GIS Emerging Markets Bond Fund E Class EUR (Hedged) Ac,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00B11XZ103,PIMCO GIS Global Bond Fund E Class EUR (Hedged) Accumulation,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.976753,0,0.023247,1.0000,0,100,0,0,100.0000,0.67,1,BLOCKER
IE00B11XZ871,PIMCO GIS US High Yield Bond Fund E Class Accumulation,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0004,1,0,0.0003,1.0007,0,100,0,0,100.0000,0.71,1,BLOCKER
IE00B11YFH93,BNY Mellon Emerging Markets Debt Local Currency Fund EUR A A,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9737,0.0263,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
IE00B18GC888,Vanguard Global Bond Index Fund EUR Hedged Acc,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9999,0,0,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
IE00B23S7K36,BNY Mellon Brazil Equity Fund EUR A Acc,equity,EMERGING_MARKETS_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9669,0,0.0152,0.0179,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B28YJQ65,Polar Capital Funds PLC - Polar Capital Healthcare Opportuni,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9264,0.001,0.0725,0,0.9999,100,0,0,0,100.0000,0.5,1,BLOCKER
IE00B2NXKW18,Seilern World Growth EUR U R,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9888,0,0.0112,0,1.0000,100,0,0,0,100.0000,0.65,1,BLOCKER
IE00B3NLSS43,Polar Capital Funds PLC - Polar Capital Healthcare Opportuni,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9264,0.001,0.0725,0,0.9999,100,0,0,0,100.0000,0.5,1,BLOCKER
IE00B3RW6Z61,Nomura Funds Ireland plc - US High Yield Bond Fund Class A E,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00B3V93F27,BNY Mellon Global Equity Income Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9821,0,0.0179,0,1.0000,100,0,0,0,100.0000,1.2,2,BLOCKER
IE00B3VXGD32,Polar Capital Funds PLC - Biotechnology Fund R Inc (EUR),equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9572,0.0005,0.0423,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B4M05337,Brown Advisory US Equity Growth $ P,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9747,0,0.0253,0,1.0000,100,0,0,0,100.0000,1.4,2,BLOCKER
IE00B4XYLM55,Jupiter Emerging Market Debt Income Fund L EUR Acc,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00B4Z6MP99,BNY Mellon Global Real Return Fund (EUR) C Acc,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.4375,0.3412,0.0135,0.2078,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
IE00B4ZJ4188,Comgest Growth Europe Opportunities EUR Acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9605,0,0.0054,0.0341,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B52VLZ70,Polar Capital Funds PLC - Polar Capital Global Insurance Fun,equity,SECTOR_EQUITY_FINANCIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9973,0,0.0027,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B53H0P79,PIMCO GIS Global Advantage Fund E Class EUR (Partially Hedge,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.975324,0,0.024676,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
IE00B5ZW6Z28,PIMCO GIS Emerging Local Bond Fund E Class EUR (Unhedged) Ac,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.951928,0,0.048072,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
IE00B84J9L26,PIMCO GIS Income Fund E Class EUR (Hedged) Accumulation,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0058,1,0,0,1.0058,0,100,0,0,100.0000,0,1,BLOCKER
IE00B87MS887,Liontrust GF Special Situations Fund A1 Acc EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9825,0,0.0175,0,1.0000,100,0,0,0,100.0000,0.95,1,BLOCKER
IE00B88WFS66,Federated Hermes Asia ex-Japan Equity Fund Class R EUR Accum,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9944,0,0.0056,0,1.0000,100,0,0,0,100.0000,0.76,1,BLOCKER
IE00B8BPMF80,Wellington Strategic European Equity Fund EUR D Ac,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9817,0,0.0183,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00B8J38129,Algebris UCITS Funds plc - Algebris Financial Credit Fund R ,fixed_income,CORPORATE_BOND,MEDIUM,0.75,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0073,0.7858,0.1459,0.061,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
IE00B90VC092,PIMCO European Short-Term Opportunities Fund E EUR Accumulat,fixed_income,CORPORATE_BOND,LOW,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.003,1,0,0.0063,1.0093,0,100,0,0,100.0000,0,1,BLOCKER
IE00B986FT65,Neuberger Berman Emerging Market Debt - Hard Currency Fund E,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00BD2ZKT29,Principal Global Investors Funds - Finisterre Unconstrained ,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00BD4GTQ32,FTGF ClearBridge Infrastructure Value Fund Class A Euro Accu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9727,0,0.0256,0.0017,1.0000,100,0,0,0,100.0000,1,1,BLOCKER
IE00BD5CTX77,BNY Mellon Global Short-Dated High Yield Bond Fund EUR H Acc,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9324,0.0676,0,1.0000,0,100,0,0,100.0000,0.74,1,BLOCKER
IE00BDH6RQ67,UTI India Dynamic Equity EURO Retail,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.969,0,0.031,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BDTYYP61,Man Funds VI plc - Man High Yield Opportunities D EUR,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0.75,0,OK
IE00BDZRWZ54,Neuberger Berman Short Duration Emerging Market Debt Fund EU,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9314,0.0552,0.0133,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
IE00BF0GL212,Polar Capital Funds PLC - Artificial Intelligence Fund R USD,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9843,0.0002,0.0155,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BF2FJG67,PIMCO GIS Low Duration Opportunities Fund E Class EUR (Hedge,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.985416,0,0.014584,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
IE00BJ7B9456,PIMCO GIS Global Low Duration Real Return Fund E Class EUR (,MONETARY,UNKNOWN,LOW,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,100,0,100.0000,0,1,MEDIUM
IE00BKSBDB61,Polar Capital Funds PLC - Polar Capital Healthcare Opportuni,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9264,0.001,0.0725,0,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
IE00BLP5S460,JupiterMerian Global Equity Absolute Return Fund L (EUR) Hed,ALTERNATIVE,UNKNOWN,HIGH,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0.74,0,OK
IE00BM95B621,Polar Capital Funds PLC - Polar Capital Global Technology Fu,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.959,0.0004,0.0406,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BMD7ZB71,Neuberger Berman Next Generation Connectivity Fund EUR A Acc,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9798,0,0.0202,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BMW2TK08,Lazard Global Convertibles Recovery Fund BP Acc EUR Hedged,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00BNG2T811,Neuberger Berman Short Duration Euro Bond Fund EUR A Accumul,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
IE00BYR8H148,Jupiter Merian World Equity Fund L EUR Acc,EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.5,0,OK
IE00BYVJR916,Jupiter Gold & Silver Fund L EUR Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.995,0,0,0.005,1.0000,0,0,0,100,100.0000,0.83,2,BLOCKER
IE00BYX5NX33,Fidelity MSCI World Index Fund EUR P Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9839,0,0.0156,0.0005,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BYX5P602,Fidelity MSCI World Index Fund EUR P Acc (Hedged),equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9839,0,0.0156,0.0005,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
IE00BYYPF474,Aegon Global Diversified Income Fund EUR A Acc,MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
IE00BYYPF581,Aegon Global Diversified Income Fund EUR A Inc,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.5082,0.4388,0.0272,0.0258,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
IE00BZ18VT34,BNY Mellon Global Infrastructure Income Fund EUR A Inc,EQUITY,GLOBAL_INCOME_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.12,1,MEDIUM
IE00BZ4D7648,Polar Capital Funds PLC - Polar Capital Global Technology Fu,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.959,0.0004,0.0406,0,1.0000,100,0,0,0,100.0000,0.5,1,BLOCKER
LU0011889846,Janus Henderson Horizon Euroland Fund A2 EUR,equity,EUROZONE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9816,0,0.0184,0,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0028119013,Invesco Funds - Invesco Pan European Small Cap Equity Fund A,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.985,0.0015,0.0135,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0034353002,DWS Floating Rate Notes LC,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.7573,0.2151,0.0277,1.0001,0,100,0,0,100.0000,0.07,1,BLOCKER
LU0048293368,BL-Global 75 B EUR Acc,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0.62,0,OK
LU0049842692,UBS (Lux) Equity Fund - Mid Caps Europe (EUR) P-acc,EQUITY,EUROPE_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0072462186,BlackRock Global Funds - European Value Fund A2,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9851,0.0007,0.0143,0,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0073229253,Morgan Stanley Investment Funds - Asia Equity Fund A,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9797,0.0024,0.0203,0,1.0024,100,0,0,0,100.0000,0.7,1,BLOCKER
LU0073235904,Morgan Stanley Investment Funds - Short Maturity Euro Bond F,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9552,0.0241,0.0208,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU0077500055,Candriam Bonds Euro Long Term Class C EUR Cap,FIXED_INCOME,UNKNOWN,LOW,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0080237943,DWS Euro Ultra Short Fixed Income Fund NC,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8296,0.163,0.0074,1.0000,0,100,0,0,100.0000,0.02,1,BLOCKER
LU0084617165,Robeco Asia-Pacific Equities D €,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9522,0,0.0491,0,1.0013,100,0,0,0,100.0000,0.74,1,BLOCKER
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0013,0.9686,0.0167,0.0134,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0087412390,DWS Concept DJE Alpha Renten Global LC,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.1743,0.7213,0.096,0.0084,1.0000,20,80,0,0,100.0000,0,1,BLOCKER
LU0090845842,BlackRock Global Funds - World Mining Fund E2,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.975,0.0002,0.0247,0,0.9999,0,0,0,100,100.0000,0,2,BLOCKER
LU0093503497,BlackRock Global Funds - ESG Multi-Asset Fund A2,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.497091,0.367824,0,0.135085,1.0000,50,50,0,0,100.0000,0.67,1,BLOCKER
LU0093503737,BlackRock Global Funds - ESG Multi-Asset Fund E2,MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0.97,0,OK
LU0093583077,Candriam Money Market Euro C Acc EUR,money_market,MONEY_MARKET,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.3986,0.5873,0.0141,1.0000,0,0,100,0,100.0000,0,1,BLOCKER
LU0094557526,MFS Meridian Funds - European Research Fund A1 EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.978,0,0.022,0,1.0000,100,0,0,0,100.0000,0.9,1,BLOCKER
LU0102219945,Goldman Sachs Europe CORE Equity Portfolio Base Inc EUR,EQUITY,EUROPE_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.61,0,OK
LU0102737730,Invesco Funds - Invesco Euro Ultra-Short Term Debt Fund A Ac,FIXED_INCOME,CORPORATE_BOND,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0102737904,Invesco Funds - Invesco Euro Ultra-Short Term Debt Fund C Ac,FIXED_INCOME,CORPORATE_BOND,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0112467450,Nordea 1 - Global Stable Equity Fund BP EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9974,0,0.0026,0,1.0000,100,0,0,0,100.0000,0.72,1,BLOCKER
LU0113257694,Schroder International Selection Fund EURO Corporate Bond A ,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0114722738,Fidelity Funds - Global Financial Services Fund E-Acc-EUR,EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0114723033,Fidelity Funds - Global Industrials Fund E-Acc-EUR,equity,SECTOR_EQUITY_INDUSTRIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9928,0.0003,0.0069,0,1.0000,100,0,0,0,100.0000,1.38,2,BLOCKER
LU0115139569,Invesco Funds - Invesco Global Consumer Trends Fund E Accumu,equity,SECTOR_EQUITY_CONSUMER_CYCLICAL,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9996,0,0.0004,0,1.0000,100,0,0,0,100.0000,1.52,2,BLOCKER
LU0115141201,Invesco Funds - Invesco Pan European Equity Fund E Accumulat,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9877,0.0005,0.0118,0,1.0000,100,0,0,0,100.0000,1.35,2,BLOCKER
LU0115143082,Invesco Funds - Invesco Asia Opportunities Equity Fund E Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9629,0,0.0371,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0115759606,Fidelity Funds - America Fund E-Acc-EUR,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9805,0.0044,0.0151,0,1.0000,100,0,0,0,100.0000,1.5,2,BLOCKER
LU0115765678,Fidelity Funds - Iberia Fund E-Acc-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9851,0,0.0149,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0115769746,Fidelity Funds - World Fund E-Acc-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9661,0.0025,0.031,0.0004,1.0000,100,0,0,0,100.0000,1.5,2,BLOCKER
LU0115773425,Fidelity Funds - Global Technology Fund E-Acc-EUR,EQUITY,SECTOR_EQUITY_TECH,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0117843481,JPMorgan Funds - Taiwan Fund A (dist) - USD,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.999,0,0.001,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
